Date,PEP
2025-09-08,139.0946807861328
2025-09-09,140.4590301513672
2025-09-10,140.02716064453125
2025-09-11,141.5681610107422
2025-09-12,140.88108825683594
2025-09-15,138.04443359375
2025-09-16,137.44569396972656
2025-09-17,138.62353515625
2025-09-18,138.1327667236328
2025-09-19,139.1437530517578
2025-09-22,138.42721557617188
2025-09-23,139.2811737060547
2025-09-24,139.5461883544922
2025-09-25,137.3377227783203
2025-09-26,137.84812927246094
2025-09-29,137.58309936523438
2025-09-30,137.84812927246094
2025-10-01,140.498291015625
2025-10-02,139.68360900878906
2025-10-03,139.3596954345703
2025-10-06,137.12176513671875
2025-10-07,138.191650390625
2025-10-08,136.2776336669922
2025-10-09,142.03932189941406
2025-10-10,147.31021118164062
2025-10-13,146.1421661376953
2025-10-14,148.74325561523438
2025-10-15,148.3702850341797
2025-10-16,149.85240173339844
2025-10-17,150.8732147216797
2025-10-20,150.80450439453125
2025-10-21,150.35299682617188
2025-10-22,150.2057647705078
2025-10-23,148.7138214111328
2025-10-24,148.75306701660156
2025-10-27,149.8131561279297
2025-10-28,147.34945678710938
2025-10-29,143.46255493164062
2025-10-30,144.826904296875
2025-10-31,143.3938446044922
2025-11-03,140.94979858398438
2025-11-04,140.26271057128906
2025-11-05,140.22344970703125
2025-11-06,138.96707153320312
2025-11-07,140.31178283691406
2025-11-10,139.98788452148438
2025-11-11,142.40248107910156
2025-11-12,141.7252197265625
2025-11-13,142.34359741210938
2025-11-14,143.1582794189453
2025-11-17,145.1017303466797
2025-11-18,146.02439880371094
2025-11-19,144.39501953125
2025-11-20,143.40365600585938
2025-11-21,143.62942504882812
2025-11-24,142.81472778320312
2025-11-25,143.41346740722656
2025-11-26,145.24896240234375
2025-11-28,145.99493408203125
2025-12-01,146.75071716308594
2025-12-02,145.86734008789062
2025-12-03,145.32748413085938
2025-12-04,144.19871520996094
2025-12-05,143.73585510253906
2025-12-08,144.3404541015625
2025-12-09,143.3592071533203
2025-12-10,148.37440490722656
2025-12-11,147.72024536132812
2025-12-12,149.3159942626953
2025-12-15,149.88095092773438
2025-12-16,149.03846740722656
2025-12-17,148.7510528564453
2025-12-18,148.04733276367188
2025-12-19,146.84805297851562
2025-12-22,145.7478790283203
2025-12-23,142.40771484375
2025-12-24,142.46719360351562
2025-12-26,142.5068359375
2025-12-29,142.9627685546875
2025-12-30,142.8834686279297
