Date,HESAY
2025-06-30,270.4645080566406
2025-07-01,272.2901611328125
2025-07-02,272.90869140625
2025-07-03,275.4825744628906
2025-07-07,280.3409729003906
2025-07-08,281.6079406738281
2025-07-09,285.3589782714844
2025-07-10,287.8031311035156
2025-07-11,283.92242431640625
2025-07-14,281.32861328125
2025-07-15,277.338134765625
2025-07-16,282.705322265625
2025-07-17,277.1485595703125
2025-07-18,273.5172424316406
2025-07-21,270.8536071777344
2025-07-22,270.7239074707031
2025-07-23,280.36090087890625
2025-07-24,274.8440856933594
2025-07-25,280.4706726074219
2025-07-28,275.8316955566406
2025-07-29,273.8464660644531
2025-07-30,260.37860107421875
2025-07-31,244.73593139648438
2025-08-01,239.538330078125
2025-08-04,242.11219787597656
2025-08-05,241.92263793945312
2025-08-06,245.71360778808594
2025-08-07,246.4518280029297
2025-08-08,246.06275939941406
2025-08-11,235.7274169921875
2025-08-12,238.46090698242188
2025-08-13,242.44140625
2025-08-14,242.42144775390625
2025-08-15,240.83523559570312
2025-08-18,241.7530517578125
2025-08-19,244.02761840820312
2025-08-20,244.6760711669922
2025-08-21,239.54830932617188
2025-08-22,244.5663299560547
2025-08-25,240.22669982910156
2025-08-26,240.97491455078125
2025-08-27,245.61383056640625
2025-08-28,247.1202392578125
2025-08-29,244.31692504882812
2025-09-02,238.18157958984375
2025-09-03,237.8323974609375
2025-09-04,235.04904174804688
2025-09-05,238.520751953125
2025-09-08,239.28892517089844
2025-09-09,245.0751190185547
2025-09-10,244.41668701171875
2025-09-11,247.20004272460938
2025-09-12,245.6836700439453
2025-09-15,248.80621337890625
2025-09-16,251.21047973632812
2025-09-17,250.17295837402344
2025-09-18,252.49740600585938
2025-09-19,250.41238403320312
2025-09-22,249.23519897460938
2025-09-23,250.79147338867188
2025-09-24,242.36160278320312
2025-09-25,240.33644104003906
2025-09-26,241.77301025390625
2025-09-29,247.59910583496094
2025-09-30,244.53640747070312
2025-10-01,245.414306640625
2025-10-02,250.67176818847656
2025-10-03,253.395263671875
2025-10-06,243.2195587158203
2025-10-07,244.69602966308594
2025-10-08,249.4646453857422
2025-10-09,240.30650329589844
2025-10-10,234.38064575195312
2025-10-13,236.22622680664062
2025-10-14,243.08985900878906
2025-10-15,252.07839965820312
2025-10-16,251.6294708251953
2025-10-17,256.34820556640625
2025-10-20,258.2237243652344
2025-10-21,259.6603088378906
2025-10-22,256.1487121582031
2025-10-23,254.87173461914062
2025-10-24,254.45274353027344
2025-10-27,256.56768798828125
2025-10-28,254.74205017089844
2025-10-29,252.2480010986328
2025-10-30,250.51214599609375
2025-10-31,246.75111389160156
2025-11-03,243.0599365234375
2025-11-04,236.99440002441406
2025-11-05,240.63572692871094
2025-11-06,234.92933654785156
2025-11-07,239.36874389648438
2025-11-10,242.16207885742188
2025-11-11,249.9634552001953
2025-11-12,255.2109375
2025-11-13,249.94349670410156
2025-11-14,249.59434509277344
2025-11-17,244.36680603027344
2025-11-18,240.32644653320312
2025-11-19,244.11740112304688
2025-11-20,239.02955627441406
2025-11-21,245.44424438476562
2025-11-24,242.3516082763672
2025-11-25,245.67369079589844
2025-11-26,248.1876983642578
2025-11-28,243.2993621826172
2025-12-01,248.10787963867188
2025-12-02,246.40196228027344
2025-12-03,245.6836700439453
2025-12-04,246.4917449951172
2025-12-05,251.2803192138672
2025-12-08,247.60906982421875
2025-12-09,244.93545532226562
2025-12-10,250.17295837402344
2025-12-11,249.75396728515625
2025-12-12,249.90359497070312
2025-12-15,252.04847717285156
2025-12-16,253.5050048828125
2025-12-17,246.98057556152344
2025-12-18,249.5244903564453
2025-12-19,245.2546844482422
2025-12-22,247.22998046875
2025-12-23,245.11502075195312
2025-12-24,246.22238159179688
2025-12-26,246.91073608398438
2025-12-29,246.63140869140625
2025-12-30,248.21762084960938
