Date,SBUX
2024-03-05,86.56475830078125
2024-03-06,86.97281646728516
2024-03-07,86.30854034423828
2024-03-08,86.41291809082031
2024-03-11,87.37138366699219
2024-03-12,87.68453979492188
2024-03-13,86.93485260009766
2024-03-14,86.98230743408203
2024-03-15,85.52088928222656
2024-03-18,86.365478515625
2024-03-19,86.91587829589844
2024-03-20,87.87432861328125
2024-03-21,86.98230743408203
2024-03-22,86.08078002929688
2024-03-25,86.0428237915039
2024-03-26,85.74864959716797
2024-03-27,86.83047485351562
2024-03-28,86.72608184814453
2024-04-01,86.85892486572266
2024-04-02,84.74275207519531
2024-04-03,84.1733627319336
2024-04-04,83.14847564697266
2024-04-05,82.41777038574219
2024-04-08,82.74042510986328
2024-04-09,82.6834716796875
2024-04-10,81.5636978149414
2024-04-11,81.51625061035156
2024-04-12,80.58626556396484
2024-04-15,80.8235092163086
2024-04-16,81.06074523925781
2024-04-17,81.81043243408203
2024-04-18,82.70246887207031
2024-04-19,83.13897705078125
2024-04-22,83.67990112304688
2024-04-23,83.3857192993164
2024-04-24,84.22080993652344
2024-04-25,83.35724639892578
2024-04-26,83.746337890625
2024-04-29,83.8222427368164
2024-04-30,83.97406768798828
2024-05-01,70.64109802246094
2024-05-02,71.10609436035156
2024-05-03,69.37896728515625
2024-05-06,69.17969512939453
2024-05-07,68.80009460449219
2024-05-08,69.74906921386719
2024-05-09,71.81781005859375
2024-05-10,72.22586822509766
2024-05-13,72.29229736328125
2024-05-14,71.77035522460938
2024-05-15,71.8367919921875
2024-05-16,71.980224609375
2024-05-17,74.43755340576172
2024-05-20,74.14115905761719
2024-05-21,74.31327056884766
2024-05-22,77.1817626953125
2024-05-23,74.87738800048828
2024-05-24,75.41285705566406
2024-05-28,74.08379364013672
2024-05-29,73.51008605957031
2024-05-30,75.30767822265625
2024-05-31,76.70368194580078
2024-06-03,78.48214721679688
2024-06-04,79.16102600097656
2024-06-05,77.60247802734375
2024-06-06,77.89888000488281
2024-06-07,77.86063385009766
2024-06-10,78.023193359375
2024-06-11,76.38814544677734
2024-06-12,75.90049743652344
2024-06-13,76.7228012084961
2024-06-14,76.15866088867188
2024-06-17,77.7650146484375
2024-06-18,76.6845474243164
2024-06-20,76.22560119628906
2024-06-21,76.40727996826172
2024-06-24,76.23516082763672
2024-06-25,75.80487823486328
2024-06-26,75.68058013916016
2024-06-27,75.76663208007812
2024-06-28,74.43755340576172
2024-07-01,73.74913024902344
2024-07-02,73.4622802734375
2024-07-03,72.91725158691406
2024-07-05,72.71646881103516
2024-07-08,71.30133819580078
2024-07-09,69.56110382080078
2024-07-10,69.3316421508789
2024-07-11,70.08700561523438
2024-07-12,71.54993438720703
2024-07-15,69.56110382080078
2024-07-16,72.20014190673828
2024-07-17,71.80809783935547
2024-07-18,70.9380111694336
2024-07-19,75.79531860351562
2024-07-22,73.1945571899414
2024-07-23,72.91725158691406
2024-07-24,71.40652465820312
2024-07-25,70.10612487792969
2024-07-26,70.80413818359375
2024-07-29,71.90371704101562
2024-07-30,72.61128997802734
2024-07-31,74.53316497802734
2024-08-01,71.81767272949219
2024-08-02,72.55391693115234
2024-08-05,70.62245178222656
2024-08-06,72.06626892089844
2024-08-07,71.98978424072266
2024-08-08,72.42961883544922
2024-08-09,71.79854583740234
2024-08-12,73.65351104736328
2024-08-13,91.69636535644531
2024-08-14,89.78404235839844
2024-08-15,90.72108459472656
2024-08-16,91.2020492553711
2024-08-19,88.78758239746094
2024-08-20,89.47055053710938
2024-08-21,89.24930572509766
2024-08-22,88.9126205444336
2024-08-23,90.44212341308594
2024-08-26,91.99085998535156
2024-08-27,94.84782409667969
2024-08-28,91.67341613769531
2024-08-29,91.25015258789062
2024-08-30,90.97119903564453
2024-09-03,89.63408660888672
2024-09-04,88.8164291381836
2024-09-05,88.07573699951172
2024-09-06,87.68134307861328
2024-09-09,88.70100402832031
2024-09-10,89.78799438476562
2024-09-11,94.46304321289062
2024-09-12,95.501953125
2024-09-13,94.8189697265625
2024-09-16,92.64497375488281
2024-09-17,92.77002716064453
2024-09-18,92.46220397949219
2024-09-19,93.2125244140625
2024-09-20,92.3948745727539
2024-09-23,91.8465576171875
2024-09-24,90.85575866699219
2024-09-25,91.98123931884766
2024-09-26,93.76083374023438
2024-09-27,93.65502166748047
2024-09-30,93.78006744384766
2024-10-01,93.72235107421875
2024-10-02,92.82774353027344
2024-10-03,91.92351531982422
2024-10-04,92.90470123291016
2024-10-07,92.43333435058594
2024-10-08,92.54878234863281
2024-10-09,92.23133850097656
2024-10-10,90.30744934082031
2024-10-11,91.91389465332031
2024-10-14,91.15396118164062
2024-10-15,91.42330932617188
2024-10-16,91.82732391357422
2024-10-17,91.64454650878906
2024-10-18,93.15480041503906
2024-10-21,92.77963256835938
2024-10-22,93.13555908203125
2024-10-23,93.93397521972656
2024-10-24,93.45301055908203
2024-10-25,93.6069107055664
2024-10-28,94.2898941040039
2024-10-29,93.68386840820312
2024-10-30,93.61653900146484
2024-10-31,93.98207092285156
2024-11-01,95.10755157470703
2024-11-04,93.33757019042969
2024-11-05,93.3952865600586
2024-11-06,92.42371368408203
2024-11-07,92.46220397949219
2024-11-08,93.8377914428711
2024-11-11,96.49275970458984
2024-11-12,95.04021453857422
2024-11-13,96.00216674804688
2024-11-14,95.453857421875
2024-11-15,95.26026153564453
2024-11-18,97.17670440673828
2024-11-19,95.1925277709961
2024-11-20,95.10541534423828
2024-11-21,96.84762573242188
2024-11-22,99.20928955078125
2024-11-25,98.57047271728516
2024-11-26,97.44772338867188
2024-11-27,98.25106811523438
2024-11-29,99.17057800292969
2024-12-02,98.25106811523438
2024-12-03,98.30914306640625
2024-12-04,97.46707153320312
2024-12-05,96.04427337646484
2024-12-06,96.8960189819336
2024-12-09,96.1217041015625
2024-12-10,95.00862884521484
2024-12-11,95.26026153564453
2024-12-12,94.6795425415039
2024-12-13,94.2923812866211
2024-12-16,90.13043975830078
2024-12-17,89.13349151611328
2024-12-18,87.01380157470703
2024-12-19,85.910400390625
2024-12-20,85.14576721191406
2024-12-23,84.6327896118164
2024-12-24,87.02349090576172
2024-12-26,88.91088104248047
2024-12-27,89.2883529663086
2024-12-30,87.67198181152344
2024-12-31,88.32047271728516
2025-01-02,89.21092987060547
2025-01-03,89.60777282714844
2025-01-06,90.14009857177734
2025-01-07,89.85941314697266
2025-01-08,89.62712097167969
2025-01-10,89.2883529663086
2025-01-13,90.5079116821289
2025-01-14,90.08203125
2025-01-15,90.09172058105469
2025-01-16,91.39836883544922
2025-01-17,92.07589721679688
2025-01-21,94.83441162109375
2025-01-22,94.59243774414062
2025-01-23,94.84407043457031
2025-01-24,95.63775634765625
2025-01-27,96.80890655517578
2025-01-28,97.18639373779297
2025-01-29,105.09410095214844
2025-01-30,105.50061798095703
2025-01-31,104.22298431396484
2025-02-03,104.68759155273438
2025-02-04,107.04924011230469
2025-02-05,108.64627075195312
2025-02-06,108.11392974853516
2025-02-07,108.59786987304688
2025-02-10,107.8719482421875
2025-02-11,107.4654312133789
2025-02-12,109.4109115600586
2025-02-13,109.3721923828125
2025-02-14,109.52789306640625
2025-02-18,109.99501037597656
2025-02-19,109.46949768066406
2025-02-20,110.29667663574219
2025-02-21,108.74937438964844
2025-02-24,110.15071105957031
2025-02-25,111.51311492919922
2025-02-26,109.96581268310547
2025-02-27,111.41580200195312
2025-02-28,112.70035552978516
2025-03-03,112.31110382080078
2025-03-04,109.0510482788086
2025-03-05,108.69098663330078
2025-03-06,102.63800048828125
2025-03-07,103.62088775634766
2025-03-10,98.41453552246094
2025-03-11,96.90615844726562
2025-03-12,96.04005432128906
2025-03-13,93.46121215820312
2025-03-14,95.47563171386719
2025-03-17,96.41958618164062
2025-03-18,95.64106750488281
2025-03-19,96.52662658691406
2025-03-20,96.61419677734375
2025-03-21,94.46354675292969
2025-03-24,93.1498031616211
2025-03-25,93.30549621582031
2025-03-26,95.33939361572266
2025-03-27,96.19575500488281
2025-03-28,95.10584259033203
2025-03-31,95.45616149902344
2025-04-01,95.59239959716797
2025-04-02,96.74073028564453
2025-04-03,85.8901138305664
2025-04-04,79.89551544189453
2025-04-07,77.85189819335938
2025-04-08,77.55022430419922
2025-04-09,86.29883575439453
2025-04-10,82.32838439941406
2025-04-11,83.13610076904297
2025-04-14,83.19449615478516
2025-04-15,81.4622802734375
2025-04-16,78.59149932861328
2025-04-17,79.3116226196289
2025-04-21,78.51364135742188
2025-04-22,79.5549087524414
2025-04-23,80.58644104003906
2025-04-24,81.6082534790039
2025-04-25,81.55960083007812
2025-04-28,81.64718627929688
2025-04-29,82.57167053222656
2025-04-30,77.90056610107422
2025-05-01,79.80793762207031
2025-05-02,82.41597747802734
2025-05-05,79.46733093261719
2025-05-06,80.55725860595703
2025-05-07,80.48912811279297
2025-05-08,79.98310089111328
2025-05-09,78.14384460449219
2025-05-12,83.36965942382812
2025-05-13,84.54716491699219
2025-05-14,84.21630096435547
2025-05-15,84.91696166992188
2025-05-16,83.85855865478516
2025-05-19,82.91776275634766
2025-05-20,83.87815856933594
2025-05-21,81.32036590576172
2025-05-22,82.29056549072266
2025-05-23,82.71197509765625
2025-05-27,85.26976776123047
2025-05-28,84.27996826171875
2025-05-29,82.36896514892578
2025-05-30,82.27095794677734
2025-06-02,83.48616790771484
2025-06-03,84.86795806884766
2025-06-04,86.34776306152344
2025-06-05,85.25016021728516
2025-06-06,87.84716033935547
2025-06-09,88.85655975341797
2025-06-10,89.60136413574219
2025-06-11,93.4821548461914
2025-06-12,92.43356323242188
2025-06-13,91.39476013183594
2025-06-16,91.61036682128906
2025-06-17,89.7581558227539
2025-06-18,90.43435668945312
2025-06-20,91.257568359375
2025-06-23,90.4931640625
2025-06-24,89.66996002197266
2025-06-25,89.2779541015625
2025-06-26,90.0031509399414
2025-06-27,90.26776123046875
2025-06-30,89.79735565185547
2025-07-01,93.02155303955078
2025-07-02,92.2963638305664
2025-07-03,92.5511703491211
2025-07-07,91.76715850830078
2025-07-08,93.0411605834961
2025-07-09,93.34496307373047
2025-07-10,93.24696350097656
2025-07-11,93.0411605834961
2025-07-14,91.55155944824219
2025-07-15,90.63037109375
2025-07-16,90.6597671508789
2025-07-17,91.32616424560547
2025-07-18,91.92396545410156
2025-07-21,90.80677032470703
2025-07-22,95.00116729736328
2025-07-23,94.00155639648438
2025-07-24,91.8259506225586
2025-07-25,92.53155517578125
2025-07-28,91.79655456542969
2025-07-29,91.10075378417969
2025-07-30,90.9047622680664
2025-07-31,87.37676239013672
2025-08-01,85.12276458740234
2025-08-04,87.98435974121094
2025-08-05,88.39595031738281
2025-08-06,87.21015930175781
2025-08-07,89.19955444335938
2025-08-08,90.2775650024414
2025-08-11,89.9051513671875
2025-08-12,91.5025634765625
2025-08-13,92.2963638305664
2025-08-14,91.1987533569336
2025-08-15,89.37379455566406
2025-08-18,91.28753662109375
2025-08-19,89.69933319091797
2025-08-20,88.29855346679688
2025-08-21,87.36140441894531
2025-08-22,87.183837890625
2025-08-25,84.64862823486328
2025-08-26,85.45752716064453
2025-08-27,86.47359466552734
2025-08-28,86.8287124633789
2025-08-29,86.99642181396484
2025-09-02,88.56488800048828
2025-09-03,86.06913757324219
2025-09-04,85.83238983154297
2025-09-05,84.27377319335938
2025-09-08,83.03082275390625
2025-09-09,82.67568969726562
2025-09-10,81.7582778930664
2025-09-11,81.24531555175781
2025-09-12,80.79154968261719
2025-09-15,81.56098937988281
2025-09-16,83.22811889648438
2025-09-17,82.09368133544922
2025-09-18,82.29096984863281
2025-09-19,83.41553497314453
2025-09-22,84.13566589355469
2025-09-23,84.5302505493164
2025-09-24,83.12946319580078
2025-09-25,82.69542694091797
2025-09-26,82.2613754272461
2025-09-29,84.48092651367188
2025-09-30,83.45500183105469
2025-10-01,83.2577133178711
2025-10-02,85.54631042480469
2025-10-03,85.2503662109375
2025-10-06,80.99870300292969
2025-10-07,80.18980407714844
2025-10-08,78.95672607421875
2025-10-09,78.70023345947266
2025-10-10,77.39810180664062
2025-10-13,78.94685363769531
2025-10-14,80.05169677734375
2025-10-15,81.7385482788086
2025-10-16,83.19851684570312
2025-10-17,84.20471954345703
2025-10-20,83.38594818115234
2025-10-21,84.73741149902344
2025-10-22,84.34281921386719
2025-10-23,84.28363037109375
2025-10-24,84.92483520507812
2025-10-27,86.03954315185547
2025-10-28,84.27377319335938
2025-10-29,83.03082275390625
2025-10-30,82.02462768554688
2025-10-31,79.7754898071289
2025-11-03,79.86426544189453
2025-11-04,78.52267456054688
2025-11-05,81.7582778930664
2025-11-06,81.10721588134766
2025-11-07,84.41187286376953
2025-11-10,83.45500183105469
2025-11-11,85.2503662109375
2025-11-12,86.0790023803711
2025-11-13,85.27010345458984
2025-11-14,84.23676300048828
2025-11-17,83.15374755859375
2025-11-18,82.79605865478516
2025-11-19,83.14381408691406
2025-11-20,82.09060668945312
2025-11-21,84.80310821533203
2025-11-24,82.80598449707031
2025-11-25,85.35952758789062
2025-11-26,86.14445495605469
2025-11-28,86.55183410644531
2025-12-01,84.36593627929688
2025-12-02,84.65406799316406
2025-12-03,86.55183410644531
2025-12-04,84.45535278320312
2025-12-05,84.5745849609375
2025-12-08,82.87554168701172
2025-12-09,81.75277709960938
2025-12-10,83.3127212524414
2025-12-11,84.19701385498047
2025-12-12,84.80310821533203
2025-12-15,84.85279083251953
2025-12-16,84.53484344482422
2025-12-17,84.66400909423828
2025-12-18,88.84703063964844
2025-12-19,87.7640151977539
2025-12-22,85.61785125732422
2025-12-23,83.3226547241211
2025-12-24,84.02810668945312
2025-12-26,84.53484344482422
2025-12-29,85.02169799804688
2025-12-30,84.70375061035156
